Center,Tile1,Distance1,Tile2,Distance2,Tile3,Distance3,Tile4,Distance4,Tile5,Distance5,Tile6,Distance6,Tile7,Distance7,Tile8,Distance8
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k28-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k29-i001.reference.tif,1418.1615586755277,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k27-i001.reference.tif,2042.0347487052006,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k38-i001.reference.tif,3276.3332744178842,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k30-i001.reference.tif,3352.943415392735,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k39-i001.reference.tif,3587.1695079725355,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k26-i001.reference.tif,3891.017008492168,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k29-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k28-i001.reference.tif,1418.1615586755277,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k30-i001.reference.tif,1953.4076972454725,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k38-i001.reference.tif,2954.8358727174577,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k37-i001.reference.tif,3148.0257598970716,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k27-i001.reference.tif,3437.374017443368,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k39-i001.reference.tif,3880.2836051238337,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k31-i001.reference.tif,3984.6349459163625,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k30-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k29-i001.reference.tif,1953.4076972454725,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k31-i001.reference.tif,2031.9000621202074,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k37-i001.reference.tif,2787.955836279664,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k28-i001.reference.tif,3352.943415392735,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k36-i001.reference.tif,3537.4755758095007,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k38-i001.reference.tif,3872.747658826982,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k37-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k38-i001.reference.tif,2155.33218650467,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k36-i001.reference.tif,2414.6165687796147,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k30-i001.reference.tif,2787.955836279664,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k29-i001.reference.tif,3148.0257598970716,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k62-i001.reference.tif,3515.136274969072,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k31-i001.reference.tif,3637.9420484864618,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k39-i001.reference.tif,3755.0244630177717,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k35-i001.reference.tif,3805.5503336051634
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k38-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k39-i001.reference.tif,1607.381877633205,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k37-i001.reference.tif,2155.33218650467,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k29-i001.reference.tif,2954.8358727174577,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k28-i001.reference.tif,3276.3332744178842,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k40-i001.reference.tif,3353.2806083029877,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k30-i001.reference.tif,3872.747658826982,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h42-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h41-i001.reference.tif,1401.0541624397615,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb5h40-i001.reference.tif,3311.8383212911704,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h211-i001.reference.tif,3569.549416309324,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k105-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k106-i001.reference.tif,1694.5367156674579,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k104-i001.reference.tif,2184.5917707670997,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k107-i001.reference.tif,3084.8423718536187,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k103-i001.reference.tif,3598.198139056603,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k106-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k107-i001.reference.tif,1391.854700503434,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k105-i001.reference.tif,1694.5367156674579,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k108-i001.reference.tif,3140.3763368888367,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k104-i001.reference.tif,3873.4916715351665,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k107-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k106-i001.reference.tif,1391.854700503434,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k108-i001.reference.tif,1750.022721862949,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k105-i001.reference.tif,3084.8423718536187,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k109-i001.reference.tif,3457.5523463163217,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k108-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k109-i001.reference.tif,1710.0614452947016,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k107-i001.reference.tif,1750.022721862949,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k106-i001.reference.tif,3140.3763368888367,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k110-i001.reference.tif,3288.7662296068984,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k109-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k110-i001.reference.tif,1591.9196902811361,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k108-i001.reference.tif,1710.0614452947016,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k107-i001.reference.tif,3457.5523463163217,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k111-i001.reference.tif,3739.157354459347,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h12-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h13-i001.reference.tif,2476.592772136341,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h80-i001.reference.tif,3353.9137307300625,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h81-i001.reference.tif,3600.3250540941817,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h13-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h14-i001.reference.tif,2286.1834250407287,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h12-i001.reference.tif,2476.592772136341,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h82-i001.reference.tif,3557.305440600387,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h81-i001.reference.tif,3709.019395822325,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h15-i001.reference.tif,3738.71228665157,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h14-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h15-i001.reference.tif,1452.7045162285274,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h13-i001.reference.tif,2286.1834250407287,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpv1k65-i001.reference.tif,2752.6335219331368,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h16-i001.reference.tif,3103.1487735512083,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h83-i001.reference.tif,3605.498710510106,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h82-i001.reference.tif,3959.3076421885294,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h15-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h14-i001.reference.tif,1452.7045162285274,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h16-i001.reference.tif,1651.6039182793197,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpv1k65-i001.reference.tif,2524.6942967714253,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h39-i001.reference.tif,3504.5522854763453,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h84-i001.reference.tif,3639.489929755946,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h83-i001.reference.tif,3713.9515323666938,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h13-i001.reference.tif,3738.71228665157,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h16-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h15-i001.reference.tif,1651.6039182793197,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h14-i001.reference.tif,3103.1487735512083,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpv1k65-i001.reference.tif,3253.480193313516,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h39-i001.reference.tif,3374.703835234271,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h40-i001.reference.tif,3415.4491659398454,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h84-i001.reference.tif,3552.4030488394187,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h9-i001.reference.tif,3798.976873244624,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h80-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h81-i001.reference.tif,1634.8350860810049,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,2932.97303471121,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,3077.87380528213,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,3160.4940663136863,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h12-i001.reference.tif,3353.9137307300625,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h82-i001.reference.tif,3549.7494480910696,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h81-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h80-i001.reference.tif,1634.8350860810049,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h82-i001.reference.tif,1915.4106338154202,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,2684.6987020867314,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,3248.084733709957,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,3446.9234284488216,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h12-i001.reference.tif,3600.3250540941817,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h13-i001.reference.tif,3709.019395822325,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h82-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h81-i001.reference.tif,1915.4106338154202,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h83-i001.reference.tif,2328.5165698398496,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,2763.7660331482416,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,3330.8187830047955,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h80-i001.reference.tif,3549.7494480910696,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h13-i001.reference.tif,3557.305440600387,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h106-i001.reference.tif,3591.3131550602407,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h14-i001.reference.tif,3959.3076421885294
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h83-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h84-i001.reference.tif,1822.3690668761358,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h82-i001.reference.tif,2328.5165698398496,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h106-i001.reference.tif,2899.4751511509426,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h105-i001.reference.tif,3128.9032044844375,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,3579.707109082788,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h14-i001.reference.tif,3605.498710510106,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h15-i001.reference.tif,3713.9515323666938,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h84-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h83-i001.reference.tif,1822.3690668761358,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h85-i001.reference.tif,2569.993150318863,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h105-i001.reference.tif,2870.1229722766216,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h16-i001.reference.tif,3552.4030488394187,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h86-i001.reference.tif,3599.025967944586,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h106-i001.reference.tif,3611.281609213082,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h15-i001.reference.tif,3639.489929755946,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h106-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h105-i001.reference.tif,1698.1523404649201,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,2079.6960104088853,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h153-i001.reference.tif,2526.878506187538,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h154-i001.reference.tif,2714.602208892966,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h83-i001.reference.tif,2899.4751511509426,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h152-i001.reference.tif,3323.6536162545935,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h82-i001.reference.tif,3591.3131550602407,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,3608.7674483962037
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h106-i001.reference.tif,2079.6960104088853,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,2123.508712550778,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,2588.458034351456,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h154-i001.reference.tif,2667.977653836983,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h82-i001.reference.tif,2763.7660331482416,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h81-i001.reference.tif,3446.9234284488216,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,3577.5510531102186,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h83-i001.reference.tif,3579.707109082788
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h108-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h109-i001.reference.tif,1466.0661836780605,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,2123.508712550778,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h81-i001.reference.tif,2684.6987020867314,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,2751.3150448676793,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h157-i001.reference.tif,3006.6966466683407,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,3043.270824248021,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h80-i001.reference.tif,3160.4940663136863,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h110-i001.reference.tif,3185.2627822319146
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h153-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h152-i001.reference.tif,1355.378310438686,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h154-i001.reference.tif,2244.6487671677455,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h106-i001.reference.tif,2526.878506187538,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h105-i001.reference.tif,2564.7398468795036,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h13-i001.reference.tif,3376.0330713954277,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h151-i001.reference.tif,3410.3014220182936,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h12-i001.reference.tif,3623.7285279409143,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,3704.3655431825982
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h154-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h155-i001.reference.tif,1461.168156030066,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h153-i001.reference.tif,2244.6487671677455,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h107-i001.reference.tif,2667.977653836983,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h106-i001.reference.tif,2714.602208892966,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h14-i001.reference.tif,3208.179657256167,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb3h156-i001.reference.tif,3365.6260620856615,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h13-i001.reference.tif,3478.991594088326,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h152-i001.reference.tif,3598.5295754225626
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k31-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k30-i001.reference.tif,2031.9000621202074,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k36-i001.reference.tif,2858.2930711372887,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k35-i001.reference.tif,3316.8819184765443,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k37-i001.reference.tif,3637.9420484864618,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k29-i001.reference.tif,3984.6349459163625,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
